Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
Aegean Airlines,1,"""They canceled my flight""",2nd October 2021,TRUE,,Couple Leisure,Economy Class,Naples to Santorini,Oct-21,,,,,,,1,no
Aegean Airlines,5,"""Aegean did not use to be like that""",26th September 2021,TRUE,A320,Solo Leisure,Economy Class,Heraklion to Thessaloniki,Sep-21,3,4,2,4,,,3,no
Aegean Airlines,2,"""I was 2 kilos over the limit""",14th September 2021,TRUE,DHC-8 400 Series,Solo Leisure,Economy Class,Corfu to Athens,Sep-21,3,3,,1,,,1,no
Aegean Airlines,1,"""had to pay for that 60 euros""",12th September 2021,TRUE,Oa 201,Couple Leisure,Economy Class,Rhodes to Geneva via Athens,Sep-21,1,1,,1,,,1,no
Aegean Airlines,3,"""45 mins connection window """,10th September 2021,TRUE,,Solo Leisure,Economy Class,Sofia to Thessaloniki via Athens,Sep-21,4,5,4,3,,,3,no
Aegean Airlines,3,"""now all they have is a snack""",9th September 2021,TRUE,,Business,Economy Class,Zurich to Athens,Sep-21,1,1,1,1,,,1,no
Aegean Airlines,1,"""Efficient, friendly service""",4th September 2021,FALSE,A321,Solo Leisure,Business Class,Larnaca to London Heathrow via Athens,Sep-21,3,5,4,5,3,4,4,yes
Aegean Airlines,9,"""very pleased with the crew and the service""",3rd September 2021,FALSE,,Family Leisure,Economy Class,London to Athens,Sep-21,4,5,5,5,5,5,5,yes
Aer Lingus,3,"""Worst lack of care""",21st July 2023,FALSE,,Couple Leisure,Economy Class,Seattle to Dublin,Aug-22,4,4,3,1,3,,3,no
Aer Lingus,1,"""its service with a shrug""",18th July 2023,TRUE,A300-300,Couple Leisure,Economy Class,Dublin to Orlando via Cork,Jul-23,1,4,1,3,,,2,no
Aer Lingus,1,"""Very efficient, pleasant staff""",18th July 2023,TRUE,Airbus,Couple Leisure,Economy Class,Alicante to Dublin,Jul-23,3,5,5,5,,,5,yes
Aer Lingus,3,"""delayed by more than an hour""",18th July 2023,FALSE,,Couple Leisure,Economy Class,Southampton to Dublin,Jul-23,2,2,,4,,,1,no
Aer Lingus,2,"""inefficient with their check in""",15th July 2023,FALSE,,Solo Leisure,Economy Class,Edinburgh to Belfast,Jul-23,3,3,,1,,,2,no
Aer Lingus,1,"""will never fly with them again""",14th July 2023,FALSE,,Couple Leisure,Economy Class,Dublin to London,May-23,2,2,1,1,1,1,1,no
Aer Lingus,1,"""they tell us flight closed""",10th July 2023,FALSE,,Family Leisure,Economy Class,Dublin to Philadelphia,Jul-23,1,1,1,1,1,1,1,no
Aer Lingus,2,"""staff are very rude and unprofessional""",1st July 2023,FALSE,A330,Couple Leisure,Economy Class,Dublin to New York,Jun-23,2,4,4,1,1,1,3,no
Aer Lingus,1,"""a sad excuse for an airline""",30th June 2023,FALSE,,Family Leisure,Economy Class,Paris to New York via Dublin,Jun-23,3,4,,1,,1,1,no
Aer Lingus,1,"""Easily one of the worst airlines""",30th June 2023,TRUE,,Family Leisure,Economy Class,Naples to Washington via Dublin,Aug-22,2,2,1,3,3,2,3,no
Aer Lingus,1,"""This airline is a joke""",29th June 2023,TRUE,,Family Leisure,Economy Class,Chicago to Dublin,Jun-23,1,1,1,1,,,1,no
Aer Lingus,1,"""involuntarily denied boarding""",28th June 2023,FALSE,,Couple Leisure,Economy Class,Boston to Athens via Dublin,Jun-23,1,5,,1,,,1,no
Aer Lingus,9,"""Very positive experience""",27th June 2023,TRUE,A320,Family Leisure,Economy Class,Cork to Dubrovnik,Jun-23,4,5,,4,,,5,yes
Aer Lingus,1,"""customer service is non existent""",25th June 2023,FALSE,,Couple Leisure,Economy Class,New York to Naples via Dublin ,Jun-23,1,1,1,1,1,1,1,no
Aer Lingus,1,"""not had a refund 18 months later""",20th June 2023,TRUE,,Couple Leisure,Economy Class,Manchester to New York JFK,May-23,1,1,,1,,,1,no
Aer Lingus,1,"""ashamed and embarrassed""",18th June 2023,TRUE,A330,Solo Leisure,Economy Class,Dublin to San Francisco,Jun-23,3,5,5,1,3,1,1,no
Aer Lingus,1,"""Lost luggage nightmare""",17th June 2023,FALSE,,Couple Leisure,Economy Class,Washington to Naples via Dublin,Jun-23,1,1,1,1,1,1,1,no
Aer Lingus,7,"""would certainly use them again""",14th June 2023,TRUE,A330,Couple Leisure,Business Class,New York JFK to Manchester,Jun-23,5,4,3,5,2,1,4,yes
Aer Lingus,2,"""Never again will I fly Aer Lingus""",14th June 2023,TRUE,A330,Family Leisure,Economy Class,Orlando to Dublin,May-23,3,4,4,3,4,4,2,no
Aer Lingus,3,"""Aer Lingus the new Ryanair""",13th June 2023,FALSE,,Business,Economy Class,London Heathrow to Shannon,Jun-23,1,1,1,1,,,1,no
Aer Lingus,1,"""didn't deliver what I paid for"" ",13th June 2023,FALSE,,Family Leisure,Economy Class,Boston to Amsterdam via Dublin ,Mar-23,3,3,3,1,3,1,1,no
Aer Lingus,1,"""absence of an apology""",11th June 2023,TRUE,,Business,Business Class,Dublin to Boston,May-23,1,1,1,1,,,1,no
Aer Lingus,7,"""have concerns over the baggage fees""",4th June 2023,TRUE,A320 neo,Solo Leisure,Economy Class,Dublin to London,Jun-23,5,2,,2,,,3,yes
Aer Lingus,1,"""this airline is horrible""",28th May 2023,TRUE,,Business,Business Class,Edinburgh to Toronto via Dublin,May-23,2,1,1,1,1,1,1,no
Aer Lingus,3,"""My flight was delayed by 3 hours""",28th May 2023,TRUE,,Solo Leisure,Economy Class,Edinburgh to Dublin,May-23,4,5,1,4,,,4,no
Aer Lingus,2,"""over 12 hours of delay""",27th May 2023,TRUE,,Family Leisure,Economy Class,Chicago to Zurich via Dublin,May-23,4,3,3,1,3,3,2,no
Aer Lingus,1,"""Amazing customer service""",24th May 2023,TRUE,,Business,Economy Class,Dublin to London,May-23,5,5,,5,,,5,yes
Aer Lingus,1,"""our luggage has not been located""",23rd May 2023,FALSE,A330,Couple Leisure,Economy Class,Boston to Naples via Dublin,May-23,3,4,4,1,1,1,3,no
Aer Lingus,8,"""I am happy to spend money with them""",19th May 2023,FALSE,,Business,Premium Economy,Dublin to Geneva,May-23,3,4,4,4,3,3,4,yes
Aer Lingus,1,"""we are left to our own devices""",18th May 2023,TRUE,,Couple Leisure,Business Class,San Francisco to Dublin,May-23,3,1,1,1,,,4,no
Aer Lingus,3,"""shoddy customer service""",18th May 2023,TRUE,,Solo Leisure,Economy Class,Los Angeles to Dublin,May-23,3,1,1,3,4,2,2,no
Aer Lingus,3,"""I felt like I was in economy""",17th May 2023,TRUE,A330,Business,Business Class,Manchester to New York JFK ,May-23,3,2,2,2,3,1,2,no
Aer Lingus,3,"""ground crew was rude beyond imagination""",14th May 2023,FALSE,A320,Family Leisure,Economy Class,New York to Frankfurt via Dublin,May-23,2,3,2,1,3,,2,no
Aer Lingus,1,"""complete rudeness in general""",12th May 2023,TRUE,,Solo Leisure,Economy Class,Berlin to Dublin,May-23,2,1,1,1,,,1,no
Aer Lingus,1,"""Cabin crew and boarding team are not professional""",10th May 2023,TRUE,A320,Solo Leisure,Economy Class,Dublin to London,May-23,1,1,1,1,1,1,1,no
Aer Lingus,1,"""Very pleasant staff""",8th May 2023,TRUE,Airbus,Couple Leisure,Economy Class,Dublin to Dublin via Alicante airport,May-23,2,5,2,5,,,5,yes
Aer Lingus,3,"""they've gone so downhill"" ",1st May 2023,FALSE,,Family Leisure,Economy Class,Toronto to London via Dublin,Aug-22,4,4,4,1,4,2,3,no
Aer Lingus,1,"""the online booking is a joke""",27th April 2023,FALSE,A330,Solo Leisure,Economy Class,Hartford to Dublin,Apr-23,1,1,,1,,,1,no
Aer Lingus,9,"""announcement spoken too rapidly"" ",15th April 2023,FALSE,,Solo Leisure,Economy Class,London Heathrow to Shannon,Apr-23,5,4,3,5,,,5,yes
Aer Lingus,1,"""No value in this airline""",15th April 2023,TRUE,A321,Business,Economy Class,Gatwick to Orlando via Dublin,Apr-23,1,5,1,1,1,,1,no
Aer Lingus,1,"""Absolutely shocking service""",9th April 2023,TRUE,,Family Leisure,Economy Class,Dublin to Edinburgh,Apr-23,1,1,1,1,1,1,1,no
Aer Lingus,2,"""Scam airline""",7th April 2023,TRUE,,Family Leisure,Economy Class,Dublin to Hartford,Apr-23,1,1,1,1,1,1,1,no
Aer Lingus,1,"""I will never fly Aer Lingus again""",3rd April 2023,FALSE,,Couple Leisure,Economy Class,Dublin to Newark,Apr-23,2,1,1,1,2,1,1,no
Aer Lingus,6,"""a low-cost basic experience""",28th February 2023,TRUE,A320,Solo Leisure,Economy Class,London Heathrow to Cork,Feb-23,4,2,1,3,,,3,no
Aer Lingus,6,"""FAs were helpful but firm""",30th January 2023,FALSE,,Couple Leisure,Economy Class,Los Angeles to Paris via Dublin,Sep-22,1,3,1,3,3,,4,yes
Aer Lingus,1,"""So unprofessional and unethical""",9th January 2023,TRUE,,Couple Leisure,Economy Class,London Heathrow to Belfast,Jan-23,,,,,,,1,no
Aer Lingus,1,"""shockingly bad customer service""",8th January 2023,TRUE,A330-300,Family Leisure,Business Class,Paris to San Francisco via Dublin,Dec-22,2,1,1,1,2,2,1,no
Aer Lingus,4,"""notorious for losing people’s luggage""",7th January 2023,FALSE,A321,Solo Leisure,Economy Class,Washington to Glasgow via Dublin,Jan-23,4,4,4,3,5,2,4,no
Aer Lingus,1,"""Never fly with Aer Lingus""",27th December 2022,TRUE,,Family Leisure,Economy Class,Manchester to New York JFK,Dec-22,2,1,2,1,1,,1,no
Aer Lingus,1,"""I don't have my luggage""",24th December 2022,FALSE,,Family Leisure,Economy Class,Toronto to Birmingham via Dublin,Dec-22,1,1,1,1,1,1,1,no
Aer Lingus,1,"""still haven't received the refund""",19th December 2022,FALSE,,Solo Leisure,Economy Class,Dublin to Boston,Sep-22,1,2,,1,,,1,no
Aer Lingus,2,"""Wouldn't fly them again""",17th December 2022,TRUE,,Solo Leisure,Economy Class,Washington to London via Dublin,Dec-22,2,2,2,1,2,1,2,no
Aer Lingus,1,"""couldn’t care less about customers""",15th December 2022,FALSE,,Business,Premium Economy,Paris to Boston via Dublin,Dec-22,1,1,,1,,,1,no
Aer Lingus,1,"""avoid Aer Lingus at all costs""",13th December 2022,FALSE,,Couple Leisure,Economy Class,Chicago to Dublin,Dec-22,1,2,2,1,1,1,1,no
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
